Gbor Kirly
Mile Sterjovski
Olof Mellberg
Zoumana Camara
Fbio Aurlio
Phil Neville
Eliseu
Per Nilsson
David Beckham
Jason Euell
Christian Vander
Ewerthon
Michael Bemben
Claudio Pizarro
Marama Vahirua
Roque Santa Cruz
Kevin Phillips
Capdevila
Shay Given
Rafael Mrquez
Nick Barmby
Sylvain Distin
Joe Cole
Kevin Ellison
Joris Van Hout
Sigurd Rushfeldt
Ricardo Gardner
Rob Wielaert
Dorus de Vries
Andwel Slory
Simone Barone
Jos Bosingwa
Alessandro Agostini
Jelle ten Rouwelaar
Antoine van der Linden
Roland Linz
Bas Sibum
Stphane Dalmat
Stephen Crainey
Ronaldinho
Jon Parkin
Leo Bertos
Gerardo Torrado
Ferrie Bodde
Jim Paterson
Romeo Castelen
Jan-Paul Saeijs
Rory Delap
Andy Kirk
Andrius Skerla
Pontus Farnerud
Freddy dos Santos
Harry Kewell
Gerhard Tremmel
Chris Albright
John Carew
Stiliyan Petrov
Marino Bilikov
Luciano Zavagno
Ulrich Ram
Dimitar Berbatov
Hasan Salihamidi
Peer Kluge
Hans Sarpei
Steven Reid
Tim Borowski
Christoph Metzelder
Andrew Webster
Nlson
Ricardo
Didier Drogba
Bruno Cheyrou
Hans Henrik Andreasen
Djimi Traor
Kim Kllstrm
Lorenzo Stovini
Bobby Convey
Jody Craddock
Daniel Gygax
Diogo Valente
Simen Brenne
Julien Rodriguez
Johan Wiland
Lee Eul Yong
Mikael Nilsson
Robbie Keane
Miika Koppinen
Peter Enckelman
Wayne Bridge
Simon Jentzsch
Nolberto Solano
Scott Chipperfield
Davy Schollen
Shaun Wright-Phillips
Ashley Cole
Simon Elliott
Indridi Sigurdsson
Darren Purse
Archie Thompson
Jon Knudsen
Bart Deelkens
Nicky Hayen
Mobulu M'Futi
Antonio Floro Flores
John O'Shea
Christoph Spycher
Davy De Beule
Peter Delorge
Joseph Yobo
Sean Davis
Kyle Beckerman
Ricardo Carvalho
Michael Ballack
Christian Rahn
Benjamin Nivet
Julio Arca
Ian Murray
Nenad Dodi
Youl Mawn
Peter Vagenas
Gaspar
Nunes
Adin Brown
Mickal Landreau
James Fowler
Jon Conway
Danny Califf
Louis Saha
DaMarcus Beasley
Scott Severin
Moreira
Ji Sung Park
Csar
Miguel
Edmilson
Carlos Bocanegra
Petit
Ricardo Rocha
Matias Concha
Sidney Govou
Souleymane Diawara
Roger
Andr Luiz
Tiago
Zdenk Grygera
Iniesta
Hakan Yakin
Richard Dunne
Arek Radomski
lvaro Santos
Chris Riggott
Shola Ameobi
Zlatan Ibrahimovi
Martin Retov
Per Krldrup
Reinaldo
Lionel Mathis
Philippe Mexs
Sylvain Armand
Grgory Leca
Matthieu Delpierre
Benot Cheyrou
Abdoulaye Mit
Julien Escud
Gal Danic
Benot Pedretti
Gary Naysmith
Gennaro Gattuso
Nuno Gomes
Rivaldo
Danny Higginbotham
Colin Healy
Andreas Ivanschitz
Matt Oakley
Imre Szabics
Barry Ferguson
Stefani Miglioranzi
Paul Gallacher
Tommy Miller
Steven McGarry
Steven Thompson
Sean Hessey
Nils-Eric Johansson
Anders Mller Christensen
Kevin McNaughton
Darius Vassell
Cludio Caapa
Gal Givet
Ahmed Madouni
Keith Lasley
Antonio Bocchetti
Steve von Bergen
Gary Caldwell
Morten Rasmussen
Jan Gunnar Solli
Mikel Arteta
Daniele Cacia
Jonas De Roeck
Christian Brocchi
Tony Sergeant
Mark Brown
Koen Daerden
Joaqun
Gabilondo
Xabi Alonso
Luke Chadwick
Martin Jirnek
Grgory Dufer
Dwayne De Rosario
Thierno Bah
Christian Kalvenes
Alexander degaard
Patrick Zoundi
Andr Muri
Mustapha Oussalah
Rafik Safi
Thomas Manfredini
Jef Delen
Kevin Vandenbergh
Marco Cassetti
Aliaksandr Hleb
Christian Tiffert
Paul Freier
Arkadiusz Onyszko
Calleja
Ragnvald Soma
Tim Smolders
Mladen Petri
Ludovic Magnin
Mikael Antonsson
Jan Kristiansen
Tobias Hysn
Thomas Augustinussen
Cristiano Lucarelli
Rafael van der Vaart
Morten Skoubo
Daniele Bonera
Florent Malouda
Matteo Brighi
Michael Silberbauer
Daniel Bierofka
Gaby Mudingayi
Del Horno
Walter Pandiani
Ral
Michal Essien
Ivan Pelizzoli
Mohamed Zidan
Paul Scharner
Joachim Standfest
Thorben Marx
Fabio Grosso
Roberto Guana
Fernando Troyansky
Christian Poulsen
Jonas Olsson
Alexander Farnerud
Sren Larsen
Barry Robson
Juan
Eduardo Costa
Fbio Rochemback
Lo
Renato
Daniel Majstorovi
Markus Rosenberg
Simone Del Nero
Hermann Hreiarsson
Tom Jun
Christopher Samba
Morgan De Sanctis
Marcin Baszczyski
Santino Quaranta
Emiliano Moretti
Brian Mullan
Eddie Robinson
Paolo Castellini
Brede Hangeland
Hanno Balitsch
Jesper Mikkelsen
Morten Gamst Pedersen
Andy O'Brien
Garry O'Connor
Hans Cornelis
Joey Didulica
Grgory Tafforeau
Kristofer Hstad
Fernando Meira
Edson Buddle
Aaron Mokoena
Silvio Proto
Nicola Legrottaglie
Simone Perrotta
Jrmie Brchet
Gilberto Silva
Leandro
Valdo
Luciano
Aranzubia
Gernot Plassnegger
Mario Raimondi
Milaim Rama
Marc Schneider
Davide Taini
Peter Hlinka
Kevin Betsy
Saa Papac
Roland Bttig
Kader Mangane
Matteo Guardalben
Raphael Schfer
Markus Katzer
Mauro Lustrinelli
Goran Obradovic
Kasper Jensen
Thomas Pichlmann
Cdric Barbosa
Silvan Aegerter
Marco Marchionni
Edouard Ciss
Yoann Lachor
Jlio Csar
Fabricio Coloccini
Lincoln
Anbal Matelln
Pual
Cory Gibbs
Peragn
Rubn Olivera
Petr ech
Allan McGregor
Kevin Kuranyi
Marius Stankevicius
Andrea Caracciolo
Stefano Sorrentino
Shaun Maloney
Nacho Novo
Diego Forln
Jermaine Jenas
Vincent Fernandez
Helge Payer
Marcin Adamski
Arthur Boka
Olivier Deschacht
Thomas Kahlenberg
Morten Nordstrand
Jonathan Zebina
Yves Deroff
Hugo Viana
Julin Speroni
David Mackay
Fernando Torres
Thiago Motta
Joey Gujnsson
John Heitinga
Olivier Auriac
Fabrice Pancrate
Rafael Schmitz
Johan Libus
Ludovic Butelle
Guillaume Moullec
Eric Djemba-Djemba
Mauro Cetto
Etienne Didot
Frdric Piquionne
Marius Johnsen
Hannes Sigursson
Guillermo Giacomazzi
Cristian Zaccardo
Andrea Dossena
Papa Bouba Diop
Sylvain Monsoreau
Igor de Camargo
Jonathan Blondel
Maik Franz
Jakob Poulsen
Jrme Leroy
Fredrik Stenman
Alejandro Moreno
Jon Busch
Brad Davis
Maikel Aerts
Pieterjan Monteyne
Alain Nef
Philippe Senderos
Jamie Langfield
Kristian Bak Nielsen
Ren Schicker
Markus Schmidt
Michael Mrz
Anton Pauschenwein
Thomas Borenitsch
Selim Benachour
Gilberto Martnez
Souleymane Camara
Steven Pienaar
Richard Garcia
David Bellion
Neil Sullivan
Julio lvarez
George McCartney
Arnaud Le Lan
Mark Wilson
Jonathan Greening
Michael Duberry
Simon Davies
Matthew Etherington
Kasey Keller
yvind Storflor
Laurent Courtois
Jermain Defoe
Carlton Cole
Darren Bent
Paul Gerrard
Tony Hibbert
Peter Clarke
David Weir
Jonathan Woodgate
Andy Marshall
Matthew Upson
Stuart Taylor
Ledley King
Gary Doherty
Steve Harper
Luke Wilkshire
Yoann Poulard
Laurent Bonnart
Frdric Thomas
Cdric Hengbart
Nicolas Seube
Heinz Mller
Grgory Thil
David De Freitas
Johan Cavalli
James Fanchone
Gianluca Zambrotta
Bjrn Schlicke
Steve Cherundolo
Martial Robin
Sven Neuhaus
Michael Thurk
Manuel Friedrich
Stefano Mauri
Maurizio Domizzi
Sbastien Squillaci
Tommaso Rocchi
Anthony Deroin
Mathieu Bodmer
Nelson Ferreira
Peter Crouch
Boaz Myhill
Thomas Hitzlsperger
Martin Taylor
Damien Duff
Stephen Craigan
Martin Hardie
Grant McCann
Nicky Weaver
Matt Heath
Damien Grgorini
Kenny Miller
Peter Wisgerhof
Dennis Gentenaar
Keith Andrews
David Dunn
Hjalte Bo Nrregaard
Kevin Nolan
Nicky Southall
Neil Harris
Tim Cahill
Paul Konchesky
Adam Bolder
Stef Wils
Vincent Euvrard
Russell Hoult
Damien Johnson
Warren Cummings
Brian Jensen
Don Cowie
Bermudo
Cdric Varrault
Romain Pitau
Lee Naylor
Hkon Opdal
Francesco Tavano
Massimo Maccarone
Francesco Pratali
Cribari
Campano
Omar Milanetto
Yohan Hautcur
Soriano
Luke Young
Anthony Le Tallec
Bruno Grougi
Adam Chambers
James Chambers
Florent Sinama-Pongolle
Tony Warner
Jordan Stewart
Massimo Oddo
Purrel Frnkel
Jermaine Johnson
Rudy Riou
Zat Knight
No Pamarot
Patrice Evra
Giovanni Federico
Florian Kringe
Jon Ashton
Gary Dempsey
Florent Balmont
Alessandro Gamberini
Fredrik Stoor
Grgory Christ
Heiko Westermann
Henrik Hansen
Tommy Bechmann
Davy Arnaud
Chris Brunt
Chris Leitch
Justin Mapp
Bernard Mendy
Mijat Mari
Teddy Richert
Kalu Uche
Bjrn Helge Riise
Espen Bugge Pettersen
Matthias Lehmann
Geir Ludvig Fevang
Thomas Rasmussen
Dennis Srensen
Joe Murphy
Nano
Stewart Greacen
Jrmie Aliadiere
David Murphy
Tranquillo Barnetta
Alain Rochat
Cristian Daniel Ledesma
Giuseppe Sculli
John Utaka
Barkero
Angelo Palombo
Camacho
Camuas
Mendoza
David Catal
Cesare Natali
Rolando Bianchi
Marc Bertrn
Aranda
Martin Amedick
Mohamadou Idrissou
Benjamin Lauth
Uwe Mhrle
Tim Wiese
Mike Hanke
Fernando Navarro
Jason Roberts
Darren Moore
Portillo
Grgory Lacombe
Alaeddine Yahia
Alou Diarra
Jamel At Ben Idir
Fabien Laurenti
Guillaume Lacour
Emmanuel Adebayor
Massimo Ambrosini
Andreas Ibertsberger
Stefan Kulovits
Steffen Hofmann
Lee Hughes
Steve Lovell
Alexander Hauser
Craig Gordon
Fabrizio Miccoli
Daniele De Rossi
Jovan Kirovski
Chris McCready
Dannie Bulman
Roger Johnson
Paul Scott
Rabiu Afolabi
Adam Collin
Adam Virgo
Stuart Tomlinson
Alan Lee
Andy Reid
Andy Hughes
Maxwell
Andy Monkhouse
Anthony Gardner
Anthony McNamee
Anton Ferdinand
Ben Chorley
Danny Shittu
Bobby Zamora
Chris Barker
David Jarolm
Patrik Jeek
Carl Robinson
Erik Edman
Joost Terol
Chris Palmer
Chris Sedgwick
Alan Navarro
Craig Stanley
Jamie Smith
Dan Harding
Danny Butterfield
Danny Coyne
Danny Spiller
Andr Vilas Boas
Darius Henderson
Ben Burgess
Matt Sparrow
Nando Rafael
Nigel de Jong
Garry Monk
Gary O'Neil
Gary Twigg
Gavin Mahon
Gordon Greer
Nate Jaqua
Per Mertesacker
Guy Branston
Hayden Mullins
Heidar Helguson
Jelle Van Damme
var Ingimarsson
Barry Molloy
James Harper
Jimmy Walker
Jamie Ashdown
Jason Brown
Jay Bothroyd
Jobi McAnuff
John Eustace
Jonathan Macken
Paul Murray
Karl Hawley
Richard Chaplow
Lars Hirschfeld
Leam Richardson
Lee Camp
Lee Cook
Lee Grant
Lee Holmes
Leigh Bromby
Bobby Hassell
Billy Paynter
Lewis Price
Lloyd Doyley
Sigamary Diarra
Radoslav Kov
Deco
Mamady Sidibe
Marc Richards
Sebastian Pelzer
Vctor Hugo Mareco
Marcus Tudgay
Mark Hudson
Mark Wright
Marlon King
Cdric Makiadi
Matt Bloomfield
Martin Petras
Matt Richards
Matthew Taylor
Michael Brown
Michael Chopra
Michael Tonge
Michel Kuipers
Michael Svensson
Mike Pollitt
Mikele Leigertwood
Nathan Jones
Nathan Tyson
Nick Montgomery
Nicky Shorey
Nyron Nosworthy
Pablo Mills
Patrick Agyemang
Paul McLaren
Paul Rachubka
Paul Warne
Phil Jevons
Phil Jagielka
Logan Pause
Sergiu Radu
Richard Lee
Richard Naylor
Richard Rose
Robbie Blake
Rohan Ricketts
Alexander Madlung
Shaun Derry
Simon Ford
Steve Caldwell
Stephen Warnock
Steve Haslam
Bruno Cirillo
Steve Kabba
Stewart Downing
Stuart Campbell
Peter Niemeyer
Tom Huddlestone
Tommaso Berni
Tony Capaldi
Wayne Rooney
Wayne Routledge
Wilko de Vogt
Michael Owen
Torsten Frings
Adama Coulibaly
Dean Holden
Carl Hoefkens
Nick Colgan
Jamie Carragher
Frank Lampard
Casillas
Sebastian Kehl
Frdric Kanout
Bart Goor
Rmy Vercoutre
Fredrik Winsnes
Nwankwo Kanu
George Boateng
Pascal Feindouno
Wilfred Bouma
Eidur Gudjohnsen
Guy Demel
Nicolas Anelka
Mikal Silvestre
Alberto Gilardino
Chris Day
Nicola Mora
Benjamin Auer
Christophe Landrin
Alessio Scarpi
Ivan Leko
Flavio Roma
Clarke Carlisle
Graham Stack
Terrell Forbes
Giorgios Karagounis
Bernd Thijs
Stephen Carr
David Wright
Peter Madsen
Kenny Lunt
Efetobore Sodje
Henrik Pedersen
Rob Hulse
Salif Diao
Stephen Foster
David Vaughan
Nabil Baha
Ferdinand Feldhofer
William Gallas
Sbastien Chabbert
Yoann Bign
Cristian Chivu
Colin Nish
Grgory Paisley
Gareth Barry
Mark Schwarzer
Boris Smiljanic
Alexander Manninger
Dejan Stankovi
Cyril Jeunechamp
Bo Svensson
Filipe Anunciao
Kakhaber Kaladze
Roman Wallner
Dianbobo Bald
Andrew Sinkala
Rio Ferdinand
Hans-Jrg Butt
Fabian Gerber
Massimo Colomba
Hernn Crespo
Simone Vergassola
Luca Castellazzi
Giorgio Frezzolini
Michael Hart
Ian Harte
Antonio Cassano
Dario Dainelli
Manuele Blasi
Ferdinando Coppola
Felipe
David Di Michele
Thomas Stehle
Nicolas Florentin
Landon Donovan
Andrea Pirlo
Emiliano Bonazzoli
Djibril Ciss
Vincenzo Italiano
Joris Mathijsen
Denny Landzaat
Robin van Persie
Khalid Sinouh
Levan Kobiashvili
Rogier Molhoek
Steve Elliott
Mike Zonneveld
Jussi Jskelinen
Santi Kolk
Anthony Lurling
Mathias Schober
Mate Bili
Braga
Miguel Pedro
Hlder Rosrio
Gabriel Heinze
Colin Larkin
Palop
Joo Alves
Man
Casquero
Nagore
Michel Salgado
Jean-Alain Boumsong
Barry Nicholson
Tom Rosick
Scott Parker
Danny Senda
Omar Daf
Danny Schofield
Movilla
Nat Brown
John Thorrington
Giuseppe Colucci
Lionel Scaloni
Dwayne Mattis
Nathan Clarke
Jody Morris
Carlo Nash
Frank Rost
Arjen Robben
Rufete
Pantelis Kafes
Tomasz Frankowski
Thorstein Helstad
Yossi Benayoun
Aitor Ocio
Samuel Eto'o
Nicolai Stokholm
Camel Meriem
Gbor Babos
Orlando Engelaar
Pierre-Alain Frau
Danijel Ljuboja
Craig Bellamy
Michel Breuer
Gill Swerts
Mehdi Nafti
